LoanProgID,ProjectCounty,ProjectState,ProgramType,ProgramDesc,JobsSupported,MethodID,SBABranchID
LP47620,ROCK ISLAND,IL,7A,Guaranty,0,PLP,268
LP47621,CHEROKEE,GA,7A,Guaranty,16,OTH 7A,163
LP47622,LOS ANGELES,CA,7A,Guaranty,2,PLP,14
LP47623,PITKIN,CO,7A,Guaranty,0,PLP,201
LP47624,LOS ANGELES,CA,7A,Guaranty,4,PLP,14
LP47625,LAKE,IN,7A,Guaranty,8,PLP,128
LP47626,ARAPAHOE,CO,7A,Guaranty,1,PLP,1
LP47627,LOS ANGELES,CA,7A,Guaranty,4,PLP,14
LP47628,BRONX,NY,7A,Guaranty,0,PLP,327
LP47629,LOS ANGELES,CA,7A,Guaranty,4,PLP,14
LP47630,PINELLAS,FL,7A,Guaranty,4,OTH 7A,363
LP47631,LOS ANGELES,CA,7A,Guaranty,4,PLP,14
LP47632,WINNEBAGO,WI,7A,Guaranty,1,PLP,26
LP47633,MARION,FL,7A,FA$TRK (Small Loan Express),30,SBA EXPRES,310
LP47634,ATCHISON,KS,7A,Rural Lender Advantage,3,RLA,299
LP47635,WINNEBAGO,WI,7A,Guaranty,2,PLP,26
LP47636,DEKALB,GA,7A,Guaranty,17,OTH 7A,58
LP47637,COOK,IL,7A,Guaranty,0,PLP,215
LP47638,BERGEN,NJ,7A,Guaranty,10,PLP,130
LP47639,SEMINOLE,FL,7A,Community Express,3,COMM EXPRS,230
LP47640,ESSEX,MA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,21
LP47641,NORFOLK,MA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,176
LP47642,MILWAUKEE,WI,7A,Guaranty,85,PLP,350
LP47643,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,184
LP47644,MIAMI-DADE,FL,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,425
LP47645,MCHENRY,IL,7A,Guaranty,4,PLP,172
LP47646,DUVAL,FL,7A,Guaranty,22,PLP,345
LP47647,KENT,MI,7A,Guaranty,10,PLP,147
LP47648,THURSTON,WA,7A,Patriot Express,12,PATRIOT EX,209
LP47649,HARTFORD,CT,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,361
LP47650,ESSEX,MA,7A,FA$TRK (Small Loan Express),19,SBA EXPRES,21
LP47651,KENT,MI,7A,Guaranty,12,PLP,147
LP47652,NORFOLK,MA,7A,Guaranty,35,PLP,176
LP47653,KENT,MI,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,147
LP47654,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,184
LP47655,PEORIA,IL,7A,Guaranty,4,PLP,138
LP47656,WESTCHESTER,NY,7A,Guaranty,6,PLP,421
LP47657,CHEYENNE,NE,7A,Guaranty,25,OTH 7A,296
LP47658,DENTON,TX,7A,Guaranty,10,OTH 7A,137
LP47659,KING,WA,7A,Guaranty,3,OTH 7A,325
LP47660,LOS ANGELES,CA,7A,Guaranty,13,PLP,347
LP47661,NORFOLK,MA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,176
LP47662,LACKAWANNA,PA,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,309
LP47663,YORK,PA,7A,Guaranty,6,PLP,71
LP47664,MERRIMACK,NH,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,291
LP47665,YORK,PA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,71
LP47666,JEFFERSON,AL,7A,Guaranty,4,PLP,374
LP47667,CURRY,NM,7A,Guaranty,33,PLP,195
LP47668,SAN FRANCISCO,CA,7A,Guaranty,0,PLP,10
LP47669,MESA,CO,7A,Seasonal Line of Credit,84,OTH 7A,201
LP47670,THURSTON,WA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,209
LP47671,MARICOPA,AZ,7A,Guaranty,7,PLP,336
LP47672,TARRANT,TX,7A,Guaranty,14,PLP,249
LP47673,HARRIS,TX,7A,Guaranty,11,PLP,485
LP47674,GREENE,MO,7A,Guaranty,1,OTH 7A,45
LP47675,DALLAS,TX,7A,Guaranty,14,PLP,34
LP47676,CONTRA COSTA,CA,7A,Guaranty,102,OTH 7A,173
LP47677,VANCE,NC,7A,Guaranty,7,PLP,250
LP47678,LOS ANGELES,CA,7A,Guaranty,20,PLP,347
LP47679,DOUGLAS,GA,7A,Guaranty,20,PLP,213
LP47680,MILWAUKEE,WI,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,350
LP47681,POLK,IA,7A,Guaranty,10,OTH 7A,160
LP47682,POLK,AR,7A,Guaranty,1,OTH 7A,242
LP47683,TETON,WY,7A,Guaranty,20,OTH 7A,232
LP47684,SAN BERNARDINO,CA,7A,Guaranty,6,PLP,77
LP47685,NEW CASTLE,DE,7A,Guaranty,1,OTH 7A,370
LP47686,MADISON,AL,7A,Guaranty,6,OTH 7A,72
LP47687,HARFORD,MD,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,348
LP47688,DENTON,TX,7A,Guaranty,13,PLP,150
LP47689,ASCENSION,LA,7A,Guaranty,8,OTH 7A,346
LP47690,LIVE OAK,TX,7A,Community Express,7,COMM EXPRS,483
LP47691,FAIRFAX,VA,7A,Guaranty,12,PLP,344
LP47692,BROWN,WI,7A,Guaranty,22,OTH 7A,105
LP47693,HILLSBOROUGH,NH,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,291
LP47694,COOK,IL,7A,Guaranty,3,PLP,183
LP47695,MONROE,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,31
LP47696,HONOLULU,HI,7A,Guaranty,17,PLP,124
LP47697,DISTRICT OF COLUMBIA,DC,7A,Guaranty,16,PLP,413
LP47698,CURRY,NM,7A,Guaranty,3,OTH 7A,195
LP47699,ISANTI,MN,7A,Guaranty,13,OTH 7A,66
LP47700,CHESTER,TN,7A,Guaranty,12,OTH 7A,6
LP47701,BONNER,ID,7A,Guaranty,0,PLP,53
LP47702,LIVINGSTON,NY,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,480
LP47703,JASPER,MS,7A,Guaranty,2,OTH 7A,133
LP47704,LEE,FL,7A,Guaranty,10,PLP,49
LP47705,CLAYTON,IA,7A,Guaranty,19,OTH 7A,126
LP47706,DOUGLAS,NE,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,217
LP47707,KENT,RI,7A,FA$TRK (Small Loan Express),24,SBA EXPRES,107
LP47708,ASSUMPTION,LA,7A,Gulf Opportunity,13,GO LOANS,208
LP47709,PRESIDIO,TX,7A,Guaranty,26,OTH 7A,457
LP47710,HARRIS,TX,7A,Community Express,3,COMM EXPRS,70
LP47711,ESSEX,MA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,21
LP47712,BARRY,MO,7A,Guaranty,2,OTH 7A,45
LP47713,ESCAMBIA,FL,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,88
LP47714,EAGLE,CO,7A,Guaranty,12,OTH 7A,56
LP47715,ESCAMBIA,FL,7A,Guaranty,7,PLP,88
LP47716,LIVINGSTON,NY,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,480
LP47717,NEW YORK,NY,7A,Guaranty,28,PLP,169
LP47718,BROWN,MN,7A,Community Express,3,COMM EXPRS,85
LP47719,BALTIMORE,MD,7A,Guaranty,9,PLP,60
LP47720,CLARKE,MS,7A,Gulf Opportunity,2,GO LOANS,133
LP47721,ONEIDA,NY,7A,Guaranty,28,PLP,122
LP47722,COWETA,GA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,96
LP47723,MACOMB,MI,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,101
LP47724,MIDDLESEX,NJ,7A,Guaranty,16,OTH 7A,401
LP47725,SEDGWICK,KS,7A,Guaranty,1,PLP,304
LP47726,LA CROSSE,WI,7A,Guaranty,10,OTH 7A,119
LP47727,WHITE,IL,7A,Guaranty,3,OTH 7A,27
LP47728,MACKINAC,MI,7A,Rural Lender Advantage,3,RLA,97
LP47729,ONONDAGA,NY,7A,Guaranty,66,OTH 7A,308
LP47730,WASHINGTON,RI,7A,Guaranty,22,PLP,107
LP47731,MONROE,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,31
LP47732,HONOLULU,HI,7A,FA$TRK (Small Loan Express),27,SBA EXPRES,124
LP47733,DELAWARE,OH,7A,Guaranty,10,PLP,223
LP47734,DELAWARE,OH,7A,Guaranty,75,PLP,223
LP47735,HONOLULU,HI,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,124
LP47736,BALTIMORE CITY,MD,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,60
LP47737,TULSA,OK,7A,Guaranty,12,OTH 7A,87
LP47738,EL PASO,CO,7A,Guaranty,3,PLP,277
LP47739,COLLIN,TX,7A,Guaranty,13,PLP,46
LP47740,PROVIDENCE,RI,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,107
LP47741,MIDDLESEX,MA,7A,Guaranty,5,PLP,21
LP47742,ADA,ID,7A,Guaranty,7,PLP,82
LP47743,ALAMEDA,CA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,224
LP47744,LOS ANGELES,CA,7A,Guaranty,6,PLP,159
LP47745,ERIE,NY,7A,Guaranty,36,PLP,254
LP47746,ORANGE,CA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,182
LP47747,LA PORTE,IN,7A,Guaranty,42,OTH 7A,324
LP47748,DALLAS,TX,7A,Guaranty,9,OTH 7A,137
LP47749,ORANGE,NY,7A,Guaranty,3,PLP,383
LP47750,HENNEPIN,MN,7A,Guaranty,35,OTH 7A,100
LP47751,BERGEN,NJ,7A,Guaranty,17,PLP,75
LP47752,PHILADELPHIA,PA,7A,Guaranty,37,PLP,393
LP47753,PHILADELPHIA,PA,7A,Guaranty,37,PLP,393
LP47754,DENVER,CO,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,1
LP47755,EL PASO,CO,7A,Guaranty,5,PLP,277
LP47756,OUTAGAMIE,WI,7A,Guaranty,50,OTH 7A,105
LP47757,DAKOTA,MN,7A,Guaranty,11,OTH 7A,143
LP47758,KALAMAZOO,MI,7A,Guaranty,46,OTH 7A,258
LP47759,SANGAMON,IL,7A,Guaranty,16,OTH 7A,138
LP47760,EAGLE,CO,7A,Guaranty,12,OTH 7A,56
LP47761,PHELPS,MO,7A,Guaranty,78,OTH 7A,39
LP47762,SALT LAKE,UT,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,136
LP47763,WAYNE,MS,7A,Guaranty,1,OTH 7A,251
LP47764,LAWRENCE,MS,7A,Guaranty,3,OTH 7A,133
LP47765,OBRIEN,IA,7A,Guaranty,11,OTH 7A,319
LP47766,WASHTENAW,MI,7A,Guaranty,7,OTH 7A,199
LP47767,LABETTE,KS,7A,Guaranty,8,OTH 7A,299
LP47768,FAYETTE,KY,7A,Guaranty,30,OTH 7A,64
LP47769,MILLE LACS,MN,7A,Guaranty,33,OTH 7A,66
LP47770,JONES,MS,7A,Community Express,8,COMM EXPRS,251
LP47771,JACKSON,MO,7A,Guaranty,25,PLP,146
LP47772,BEXAR,TX,7A,Patriot Express,2,PATRIOT EX,428
LP47773,JACKSON,MO,7A,FA$TRK (Small Loan Express),25,SBA EXPRES,146
LP47774,MILWAUKEE,WI,7A,Guaranty,10,OTH 7A,350
LP47775,SUFFOLK,NY,7A,Guaranty,0,PLP,30
LP47776,SCHUYLKILL,PA,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,278
LP47777,VERNON,WI,7A,Guaranty,6,OTH 7A,119
LP47778,NOXUBEE,MS,7A,Guaranty,3,PLP,133
LP47779,SCOTT,IA,7A,Community Express,8,COMM EXPRS,98
LP47780,DE KALB,AL,7A,Guaranty,2,OTH 7A,245
LP47781,JACKSON,MO,7A,Guaranty,1,OTH 7A,146
LP47782,NUECES,TX,7A,Guaranty,2,OTH 7A,455
LP47783,MILWAUKEE,WI,7A,Guaranty,25,OTH 7A,350
LP47784,MONTGOMERY,MD,7A,Guaranty,2,PLP,275
LP47785,SUFFOLK,NY,7A,Guaranty,8,PLP,365
LP47786,NUECES,TX,7A,Patriot Express,2,PATRIOT EX,455
LP47787,YOLO,CA,7A,Guaranty,16,OTH 7A,3
LP47788,MONTGOMERY,MD,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,275
LP47789,GOODHUE,MN,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,143
LP47790,GWINNETT,GA,7A,Guaranty,8,OTH 7A,17
LP47791,LITCHFIELD,CT,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,4
LP47792,FRANKLIN,MO,7A,Guaranty,1,OTH 7A,29
LP47793,ORANGE,FL,7A,Guaranty,25,OTH 7A,93
LP47794,LAKE OF THE WOODS,MN,7A,Guaranty,48,OTH 7A,8
LP47795,GRANT,WI,7A,Guaranty,10,OTH 7A,119
LP47796,DEKALB,GA,7A,Guaranty,5,OTH 7A,320
LP47797,MADISON,AR,7A,Guaranty,1,OTH 7A,420
LP47798,NORFOLK,MA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,175
LP47799,SWEETWATER,WY,7A,Guaranty,1,OTH 7A,232
LP47800,CARROLL,NH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,202
LP47801,VOLUSIA,FL,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,239
LP47802,PENOBSCOT,ME,7A,Guaranty,10,PLP,55
LP47803,OZAUKEE,WI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,103
LP47804,HENNEPIN,MN,7A,Guaranty,13,OTH 7A,100
LP47805,HARTFORD,CT,7A,Guaranty,18,PLP,4
LP47806,CROW WING,MN,7A,Guaranty,1,OTH 7A,66
LP47807,ERIE,OH,7A,Guaranty,11,OTH 7A,318
LP47808,SAN DIEGO,CA,7A,FA$TRK (Small Loan Express),150,SBA EXPRES,23
LP47809,ROCKDALE,GA,7A,Guaranty,23,PLP,329
LP47810,SCHUYLER,NY,7A,Guaranty,32,PLP,395
LP47811,CURRY,NM,7A,Guaranty,6,PLP,195
LP47812,MIAMI-DADE,FL,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,112
LP47813,CURRY,NM,7A,Guaranty,4,PLP,195
LP47814,SCOTT,MN,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,143
LP47815,TAYLOR,TX,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,94
LP47816,MACOMB,MI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,101
LP47817,HIDALGO,TX,7A,Guaranty,4,PLP,397
LP47818,RANKIN,MS,7A,Guaranty,17,PLP,133
LP47819,HINDS,MS,7A,Guaranty,10,PLP,99
LP47820,ORANGE,FL,7A,Guaranty,3,PLP,270
LP47821,DALLAS,TX,7A,Guaranty,40,OTH 7A,108
LP47822,DALLAS,TX,7A,Small Asset Based,40,OTH 7A,108
LP47823,RAMSEY,MN,7A,Guaranty,16,OTH 7A,50
LP47824,WINNEBAGO,WI,7A,Guaranty,9,PLP,26
LP47825,HUNTERDON,NJ,7A,Guaranty,39,PLP,142
LP47826,SHAWNEE,KS,7A,Guaranty,15,OTH 7A,299
LP47827,SARPY,NE,7A,Patriot Express,4,PATRIOT EX,217
LP47828,DELAWARE,PA,7A,Guaranty,28,PLP,51
LP47829,LEAKE,MS,7A,Guaranty,2,OTH 7A,99
LP47830,TRAVIS,TX,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,207
LP47831,EAU CLAIRE,WI,7A,Guaranty,13,OTH 7A,119
LP47832,HOONAH ANGOON,AK,7A,Community Express,6,COMM EXPRS,311
LP47833,DEKALB,GA,7A,Guaranty,6,PLP,329
LP47834,FAIRFAX,VA,7A,Guaranty,38,PLP,322
LP47835,ROGERS,OK,7A,Guaranty,10,OTH 7A,429
LP47836,ORANGE,FL,7A,Standard Asset Based,22,OTH 7A,93
LP47837,FAIRFAX,VA,7A,Patriot Express,38,PATRIOT EX,322
LP47838,FINNEY,KS,7A,Guaranty,18,OTH 7A,198
LP47839,PROVIDENCE,RI,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,107
LP47840,WORCESTER,MD,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,348
LP47841,DEKALB,GA,7A,Guaranty,4,PLP,58
LP47842,CURRY,NM,7A,Patriot Express,6,PATRIOT EX,195
LP47843,KING,WA,7A,Guaranty,5,PLP,325
LP47844,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,86
LP47845,SAN JUAN,NM,7A,Rural Lender Advantage,8,RLA,195
LP47846,SAN JUAN,NM,7A,Rural Lender Advantage,8,RLA,195
LP47847,VERMILION,LA,7A,Guaranty,6,PLP,125
LP47848,SEVIER,AR,7A,Guaranty,2,OTH 7A,242
LP47849,FLATHEAD,MT,7A,Patriot Express,47,PATRIOT EX,123
LP47850,RIVERSIDE,CA,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,436
LP47851,TARRANT,TX,7A,Guaranty,12,PLP,154
LP47852,SAN DIEGO,CA,7A,Guaranty,11,PLP,42
LP47853,SONOMA,CA,7A,Guaranty,10,OTH 7A,219
LP47854,MONMOUTH,NJ,7A,Guaranty,22,PLP,401
LP47855,WASHINGTON,RI,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,107
LP47856,DUTCHESS,NY,7A,Guaranty,30,OTH 7A,383
LP47857,NEW YORK,NY,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,169
LP47858,DUTCHESS,NY,7A,Guaranty,30,OTH 7A,383
LP47859,DESOTO,MS,7A,Patriot Express,6,PATRIOT EX,396
LP47860,ALBANY,NY,7A,Guaranty,6,OTH 7A,158
LP47861,MILWAUKEE,WI,7A,FA$TRK (Small Loan Express),22,SBA EXPRES,350
LP47862,ONTARIO,NY,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,480
LP47863,OAKLAND,MI,7A,Guaranty,1,OTH 7A,59
LP47864,CUYAHOGA,OH,7A,Guaranty,5,OTH 7A,200
LP47865,MORGAN,AL,7A,Guaranty,15,OTH 7A,245
LP47866,ONTARIO,NY,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,480
LP47867,DEKALB,GA,7A,Guaranty,12,PLP,329
LP47868,DALLAS,TX,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,293
LP47869,TULSA,OK,7A,Guaranty,9,OTH 7A,87
LP47870,LOS ANGELES,CA,7A,Guaranty,3,PLP,159
LP47871,CALAVERAS,CA,7A,Guaranty,5,PLP,252
LP47872,CASS,ND,7A,FA$TRK (Small Loan Express),17,SBA EXPRES,144
LP47873,LOS ANGELES,CA,7A,Guaranty,3,PLP,190
LP47874,FLATHEAD,MT,7A,Guaranty,6,PLP,123
LP47875,BEXAR,TX,7A,Guaranty,16,PLP,353
LP47876,LOS ANGELES,CA,7A,Guaranty,3,PLP,190
LP47877,ORANGE,CA,7A,Guaranty,45,PLP,77
LP47878,LOS ANGELES,CA,7A,Guaranty,17,OTH 7A,14
LP47879,ORANGE,CA,7A,Guaranty,45,PLP,77
LP47880,ORANGE,CA,7A,Guaranty,45,PLP,77
LP47881,ORANGE,CA,7A,Guaranty,45,PLP,77
LP47882,RIO GRANDE,CO,7A,Guaranty,5,OTH 7A,201
LP47883,BEXAR,TX,7A,Guaranty,17,PLP,353
LP47884,TARRANT,TX,7A,Guaranty,0,PLP,249
LP47885,MONTGOMERY,MD,7A,Rural Lender Advantage,1,RLA,275
LP47886,TARRANT,TX,7A,Guaranty,5,OTH 7A,150
LP47887,DENVER,CO,7A,Guaranty,69,PLP,1
LP47888,PLYMOUTH,IA,7A,Guaranty,4,OTH 7A,319
LP47889,NASSAU,NY,7A,Guaranty,3,PLP,406
LP47890,ALBANY,NY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,158
LP47891,DOUGLAS,NE,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,217
LP47892,ORANGE,FL,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,93
LP47893,ADA,ID,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,82
LP47894,WAKE,NC,7A,Guaranty,0,PLP,91
LP47895,CECIL,MD,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,348
LP47896,FAIRFIELD,CT,7A,FA$TRK (Small Loan Express),20,SBA EXPRES,148
LP47897,JEFFERSON,ID,7A,Guaranty,12,OTH 7A,82
LP47898,HENRY,GA,7A,Guaranty,8,PLP,96
LP47899,LITCHFIELD,CT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,4
LP47900,RENSSELAER,NY,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,158
LP47901,HENRY,GA,7A,Guaranty,8,PLP,96
LP47902,RICHMOND CITY,VA,7A,Guaranty,56,PLP,288
LP47903,JONES,MS,7A,Gulf Opportunity,3,GO LOANS,251
LP47904,MIDDLESEX,NJ,7A,Guaranty,45,PLP,401
LP47905,PLYMOUTH,MA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,90
LP47906,ALLEGANY,MD,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,216
LP47907,GUAM,GU,7A,Guaranty,8,PLP,351
LP47908,LOS ANGELES,CA,7A,Guaranty,23,PLP,444
LP47909,WASHINGTON,OR,7A,Guaranty,0,PLP,152
LP47910,RICHLAND,MT,7A,Guaranty,8,PLP,123
LP47911,ORANGE,CA,7A,Guaranty,4,OTH 7A,246
LP47912,SCOTT,MS,7A,Guaranty,4,PLP,133
LP47913,NOXUBEE,MS,7A,Guaranty,3,PLP,133
LP47914,HINDS,MS,7A,Gulf Opportunity,4,GO LOANS,133
LP47915,JASPER,MS,7A,Guaranty,3,PLP,133
LP47916,ORANGE,CA,7A,Guaranty,4,OTH 7A,246
LP47917,LINCOLN,MS,7A,Guaranty,3,PLP,133
LP47918,QUEENS,NY,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,265
LP47919,YAMHILL,OR,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,152
LP47920,BUCKS,PA,7A,Guaranty,40,OTH 7A,297
LP47921,MORRIS,NJ,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,142
LP47922,JEFFERSON,NY,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,269
LP47923,PIMA,AZ,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,132
LP47924,MORRIS,NJ,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,142
LP47925,ANNE ARUNDEL,MD,7A,Guaranty,5,PLP,412
LP47926,NORFOLK,MA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,175
LP47927,PRINCE WILLIAM,VA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,24
LP47928,ERIE,NY,7A,FA$TRK (Small Loan Express),22,SBA EXPRES,254
LP47929,BERKS,PA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,278
LP47930,WAUKESHA,WI,7A,Guaranty,5,PLP,103
LP47931,YORK,ME,7A,Patriot Express,5,PATRIOT EX,84
LP47932,CASCADE,MT,7A,Patriot Express,2,PATRIOT EX,123
LP47933,NEW YORK,NY,7A,Guaranty,3,PLP,78
LP47934,MARIN,CA,7A,Guaranty,28,PLP,127
LP47935,THURSTON,WA,7A,Patriot Express,5,PATRIOT EX,497
LP47936,CUMBERLAND,PA,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,187
LP47937,QUEENS,NY,7A,Guaranty,6,OTH 7A,265
LP47938,EAU CLAIRE,WI,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,119
LP47939,ESSEX,MA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,21
LP47940,PROVIDENCE,RI,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,107
LP47941,LAKE,OH,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,35
LP47942,SAINT LUCIE,FL,7A,Guaranty,8,OTH 7A,13
LP47943,MORRIS,NJ,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,328
LP47944,MINNEHAHA,SD,7A,Rural Lender Advantage,4,RLA,164
LP47945,ERIE,OH,7A,Guaranty,5,PLP,318
LP47946,ST JOSEPH,IN,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,324
LP47947,MONTGOMERY,MD,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,490
LP47948,SUMMIT,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,35
LP47949,HAMILTON,IN,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,162
LP47950,JOHNSON,MO,7A,Community Express,4,COMM EXPRS,501
LP47951,FAIRFAX,VA,7A,Guaranty,5,PLP,344
LP47952,FAIRFAX,VA,7A,Guaranty,5,PLP,344
LP47953,GREENE,MO,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,45
LP47954,PALM BEACH,FL,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,13
LP47955,PALM BEACH,FL,7A,Guaranty,3,PLP,13
LP47956,LAKE,OH,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,35
LP47957,SAINT LOUIS,MO,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,290
LP47958,COMANCHE,OK,7A,Contract Guaranty,33,OTH 7A,384
LP47959,LAKE,OH,7A,Guaranty,10,PLP,35
LP47960,FRANKLIN,OH,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,121
LP47961,JACKSON,MO,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,146
LP47962,VOLUSIA,FL,7A,Guaranty,32,OTH 7A,239
LP47963,CHITTENDEN,VT,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,37
LP47964,MONROE,NY,7A,Guaranty,48,OTH 7A,31
LP47965,MARION,IN,7A,Guaranty,23,OTH 7A,225
LP47966,LOS ANGELES,CA,7A,Guaranty,4,PLP,339
LP47967,LOS ANGELES,CA,7A,Guaranty,5,PLP,14
LP47968,ALLEN,IN,7A,Rural Lender Advantage,9,RLA,5
LP47969,SUFFOLK,MA,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,131
LP47970,SUFFOLK,MA,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,131
LP47971,DELAWARE,IA,7A,Guaranty,12,OTH 7A,126
LP47972,HOWARD,MD,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,446
LP47973,MIAMI-DADE,FL,7A,FA$TRK (Small Loan Express),36,SBA EXPRES,76
LP47974,TIPPECANOE,IN,7A,Guaranty,57,OTH 7A,177
LP47975,HARRIS,TX,7A,Guaranty,6,PLP,342
LP47976,HARFORD,MD,7A,FA$TRK (Small Loan Express),52,SBA EXPRES,348
LP47977,WASHOE,NV,7A,Rural Lender Advantage,10,RLA,227
LP47978,NEW YORK,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,78
LP47979,SHEBOYGAN,WI,7A,Guaranty,16,OTH 7A,26
LP47980,YELLOWSTONE,MT,7A,Rural Lender Advantage,4,RLA,123
LP47981,THURSTON,WA,7A,Guaranty,12,OTH 7A,209
LP47982,PHILADELPHIA,PA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,243
LP47983,EMMET,MI,7A,Rural Lender Advantage,4,RLA,97
LP47984,JEFFERSON,NY,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,269
LP47985,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,52
LP47986,BANNOCK,ID,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,82
LP47987,RIVERSIDE,CA,7A,Guaranty,2,PLP,73
LP47988,LOS ANGELES,CA,7A,Guaranty,15,PLP,444
LP47989,LANCASTER,PA,7A,Guaranty,40,OTH 7A,71
LP47990,NASSAU,NY,7A,Guaranty,6,PLP,411
LP47991,MARICOPA,AZ,7A,Guaranty,33,PLP,196
