LoanDetailID,NAICSCode,NAICSDescription,LoanStatus,RevolverStatus,AsOfDate,ApprovalDate,ApprovalFiscalYear
34196,515112,Radio Stations,PIF,1,30/9/2020,5/28/2010,2010
34197,423410,Photographic Equipment and Supplies Merchant Wholesalers,PIF,0,30/9/2020,5/28/2010,2010
34198,238990,All Other Specialty Trade Contractors,PIF,1,30/9/2020,5/28/2010,2010
34199,531311,Residential Property Managers,CANCLD,0,30/9/2020,5/28/2010,2010
34200,238990,All Other Specialty Trade Contractors,EXEMPT,0,30/9/2020,5/28/2010,2010
34201,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,5/28/2010,2010
34202,811192,Car Washes,CHGOFF,0,30/9/2020,5/28/2010,2010
34203,541380,Testing Laboratories,EXEMPT,0,30/9/2020,5/28/2010,2010
34204,444220,Nursery and Garden Centers,PIF,0,30/9/2020,5/28/2010,2010
34205,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,CANCLD,0,30/9/2020,5/28/2010,2010
34206,444190,Other Building Material Dealers,PIF,0,30/9/2020,5/28/2010,2010
34207,722410,Drinking Places (Alcoholic Beverages),PIF,0,30/9/2020,5/28/2010,2010
34208,621310,Offices of Chiropractors,CHGOFF,0,30/9/2020,5/28/2010,2010
34209,488510,Freight Transportation Arrangement,PIF,0,30/9/2020,5/28/2010,2010
34210,624120,Services for the Elderly and Persons with Disabilities,PIF,0,30/9/2020,5/28/2010,2010
34211,238210,Electrical Contractors,PIF,1,30/9/2020,5/28/2010,2010
34212,611699,All Other Miscellaneous Schools and Instruction,PIF,0,30/9/2020,5/28/2010,2010
34213,812310,Coin-Operated Laundries and Drycleaners,PIF,0,30/9/2020,5/28/2010,2010
34214,541490,Other Specialized Design Services,CANCLD,0,30/9/2020,5/28/2010,2010
34215,238910,Site Preparation Contractors,PIF,1,30/9/2020,5/28/2010,2010
34216,621210,Offices of Dentists,PIF,0,30/9/2020,5/28/2010,2010
34217,812199,Other Personal Care Services,CANCLD,0,30/9/2020,5/28/2010,2010
34218,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,PIF,1,30/9/2020,5/28/2010,2010
34219,541211,Offices of Certified Public Accountants,PIF,0,30/9/2020,5/28/2010,2010
34220,624410,Child Day Care Services,PIF,0,30/9/2020,5/28/2010,2010
34221,722211,Limited-Service Restaurants,PIF,0,30/9/2020,5/28/2010,2010
34222,541211,Offices of Certified Public Accountants,PIF,1,30/9/2020,5/28/2010,2010
34223,518210,Data Processing  Hosting  and Related Services,PIF,0,30/9/2020,5/28/2010,2010
34224,541512,Computer Systems Design Services,PIF,1,30/9/2020,5/28/2010,2010
34225,236115,New Single-Family Housing Construction (except Operative Builders),CHGOFF,1,30/9/2020,5/28/2010,2010
34226,621511,Medical Laboratories,PIF,0,30/9/2020,5/28/2010,2010
34227,541211,Offices of Certified Public Accountants,CANCLD,1,30/9/2020,5/28/2010,2010
34228,811111,General Automotive Repair,PIF,0,30/9/2020,5/28/2010,2010
34229,323114,Quick Printing,PIF,0,30/9/2020,5/28/2010,2010
34230,445120,Convenience Stores,PIF,1,30/9/2020,5/28/2010,2010
34231,623110,Nursing Care Facilities,PIF,0,30/9/2020,5/28/2010,2010
34232,561499,All Other Business Support Services,CANCLD,0,30/9/2020,5/28/2010,2010
34233,423430,Computer and Computer Peripheral Equipment and Software Merchant Whole,PIF,0,30/9/2020,5/28/2010,2010
34234,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,5/28/2010,2010
34235,423510,Metal Service Centers and Other Metal Merchant Wholesalers,EXEMPT,0,30/9/2020,5/28/2010,2010
34236,221310,Water Supply and Irrigation Systems,PIF,0,30/9/2020,5/28/2010,2010
34237,541611,Administrative Management and General Management Consulting Services,PIF,0,30/9/2020,5/28/2010,2010
34238,444130,Hardware Stores,PIF,0,30/9/2020,5/28/2010,2010
34239,621399,Offices of All Other Miscellaneous Health Practitioners,PIF,1,30/9/2020,5/28/2010,2010
34240,624410,Child Day Care Services,EXEMPT,0,30/9/2020,5/28/2010,2010
34241,238210,Electrical Contractors,PIF,0,30/9/2020,5/28/2010,2010
34242,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,PIF,0,30/9/2020,5/28/2010,2010
34243,541620,Environmental Consulting Services,PIF,1,30/9/2020,5/28/2010,2010
34244,238210,Electrical Contractors,PIF,0,30/9/2020,5/28/2010,2010
34245,451120,Hobby  Toy  and Game Stores,PIF,0,30/9/2020,5/28/2010,2010
34246,722211,Limited-Service Restaurants,PIF,0,30/9/2020,5/28/2010,2010
34247,561330,Employee Leasing Services,PIF,0,30/9/2020,5/28/2010,2010
34248,812210,Funeral Homes and Funeral Services,PIF,0,30/9/2020,5/28/2010,2010
34249,541690,Other Scientific and Technical Consulting Services,PIF,1,30/9/2020,5/28/2010,2010
34250,448310,Jewelry Stores,PIF,0,30/9/2020,5/28/2010,2010
34251,541211,Offices of Certified Public Accountants,PIF,1,30/9/2020,5/28/2010,2010
34252,722211,Limited-Service Restaurants,PIF,1,30/9/2020,5/28/2010,2010
34253,337211,Wood Office Furniture Manufacturing,PIF,1,30/9/2020,5/28/2010,2010
34254,323119,Other Commercial Printing,CANCLD,0,30/9/2020,5/28/2010,2010
34255,621310,Offices of Chiropractors,PIF,0,30/9/2020,5/28/2010,2010
34256,812320,Drycleaning and Laundry Services (except Coin-Operated),PIF,0,30/9/2020,5/28/2010,2010
34257,424490,Other Grocery and Related Products Merchant Wholesalers,PIF,0,30/9/2020,5/28/2010,2010
34258,812111,Barber Shops,PIF,0,30/9/2020,5/28/2010,2010
34259,722110,Full-Service Restaurants,PIF,0,30/9/2020,5/28/2010,2010
34260,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,5/28/2010,2010
34261,442210,Floor Covering Stores,PIF,0,30/9/2020,5/28/2010,2010
34262,445310,Beer  Wine  and Liquor Stores,EXEMPT,0,30/9/2020,5/28/2010,2010
34263,812199,Other Personal Care Services,PIF,1,30/9/2020,5/28/2010,2010
34264,624120,Services for the Elderly and Persons with Disabilities,PIF,0,30/9/2020,5/28/2010,2010
34265,339920,Sporting and Athletic Goods Manufacturing,PIF,1,30/9/2020,5/28/2010,2010
34266,561710,Exterminating and Pest Control Services,EXEMPT,0,30/9/2020,5/28/2010,2010
34267,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,5/28/2010,2010
34268,621320,Offices of Optometrists,PIF,0,30/9/2020,5/28/2010,2010
34269,451120,Hobby  Toy  and Game Stores,PIF,0,30/9/2020,5/28/2010,2010
34270,621310,Offices of Chiropractors,PIF,0,30/9/2020,5/28/2010,2010
34271,524210,Insurance Agencies and Brokerages,PIF,1,30/9/2020,5/28/2010,2010
34272,621112,Offices of Physicians  Mental Health Specialists,PIF,1,30/9/2020,5/28/2010,2010
34273,621111,Offices of Physicians (except Mental Health Specialists),CANCLD,0,30/9/2020,5/28/2010,2010
34274,722410,Drinking Places (Alcoholic Beverages),PIF,0,30/9/2020,5/28/2010,2010
34275,811113,Automotive Transmission Repair,CANCLD,0,30/9/2020,5/28/2010,2010
34276,311611,Animal (except Poultry) Slaughtering,PIF,0,30/9/2020,5/28/2010,2010
34277,541940,Veterinary Services,PIF,0,30/9/2020,5/28/2010,2010
34278,236220,Commercial and Institutional Building Construction,CANCLD,1,30/9/2020,5/28/2010,2010
34279,722211,Limited-Service Restaurants,PIF,0,30/9/2020,5/28/2010,2010
34280,444220,Nursery and Garden Centers,PIF,0,30/9/2020,5/28/2010,2010
34281,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Whole,PIF,1,30/9/2020,5/28/2010,2010
34282,561520,Tour Operators,PIF,0,30/9/2020,5/28/2010,2010
34283,441310,Automotive Parts and Accessories Stores,PIF,1,30/9/2020,5/28/2010,2010
34284,531390,Other Activities Related to Real Estate,PIF,0,30/9/2020,5/28/2010,2010
34285,722213,Snack and Nonalcoholic Beverage Bars,PIF,0,30/9/2020,5/28/2010,2010
34286,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),PIF,0,30/9/2020,5/28/2010,2010
34287,445120,Convenience Stores,PIF,0,30/9/2020,5/28/2010,2010
34288,424490,Other Grocery and Related Products Merchant Wholesalers,PIF,0,30/9/2020,5/28/2010,2010
34289,621340,Offices of Physical  Occupational and Speech Therapists  and Audiologi,PIF,0,30/9/2020,5/28/2010,2010
34290,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),EXEMPT,0,30/9/2020,5/28/2010,2010
34291,238220,Plumbing  Heating  and Air-Conditioning Contractors,PIF,1,30/9/2020,5/28/2010,2010
34292,424510,Grain and Field Bean Merchant Wholesalers,CHGOFF,1,30/9/2020,5/28/2010,2010
34293,811111,General Automotive Repair,PIF,0,30/9/2020,5/28/2010,2010
34294,445310,Beer  Wine  and Liquor Stores,CANCLD,0,30/9/2020,5/28/2010,2010
34295,424330,Women's  Children's  and Infants' Clothing and Accessories Merchant Wh,PIF,0,30/9/2020,5/28/2010,2010
34296,722110,Full-Service Restaurants,PIF,1,30/9/2020,5/28/2010,2010
34297,611699,All Other Miscellaneous Schools and Instruction,PIF,0,30/9/2020,5/28/2010,2010
34298,621210,Offices of Dentists,PIF,0,30/9/2020,5/28/2010,2010
34299,444220,Nursery and Garden Centers,EXEMPT,0,30/9/2020,5/28/2010,2010
34300,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,5/28/2010,2010
34301,237990,Other Heavy and Civil Engineering Construction,PIF,0,30/9/2020,5/28/2010,2010
34302,611699,All Other Miscellaneous Schools and Instruction,PIF,0,30/9/2020,5/28/2010,2010
34303,812199,Other Personal Care Services,CANCLD,0,30/9/2020,5/28/2010,2010
34304,423140,Motor Vehicle Parts (Used) Merchant Wholesalers,PIF,0,30/9/2020,5/28/2010,2010
34305,541990,All Other Professional  Scientific  and Technical Services,PIF,1,30/9/2020,5/28/2010,2010
34306,713990,All Other Amusement and Recreation Industries,PIF,0,30/9/2020,5/28/2010,2010
34307,812910,Pet Care (except Veterinary) Services,EXEMPT,0,30/9/2020,5/28/2010,2010
34308,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,5/28/2010,2010
34309,621512,Diagnostic Imaging Centers,PIF,0,30/9/2020,5/28/2010,2010
34310,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),EXEMPT,0,30/9/2020,5/28/2010,2010
34311,621210,Offices of Dentists,EXEMPT,0,30/9/2020,5/28/2010,2010
34312,441222,Boat Dealers,PIF,0,30/9/2020,5/28/2010,2010
34313,442210,Floor Covering Stores,CHGOFF,0,30/9/2020,5/28/2010,2010
34314,238210,Electrical Contractors,CANCLD,1,30/9/2020,5/28/2010,2010
34315,445120,Convenience Stores,PIF,0,30/9/2020,5/28/2010,2010
34316,451110,Sporting Goods Stores,CANCLD,1,30/9/2020,5/28/2010,2010
34317,811192,Car Washes,PIF,0,30/9/2020,5/28/2010,2010
34318,447110,Gasoline Stations with Convenience Stores,PIF,0,30/9/2020,5/28/2010,2010
34319,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,PIF,0,30/9/2020,5/28/2010,2010
34320,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,5/28/2010,2010
34321,621111,Offices of Physicians (except Mental Health Specialists),PIF,1,30/9/2020,5/28/2010,2010
34322,445310,Beer  Wine  and Liquor Stores,CANCLD,0,30/9/2020,5/28/2010,2010
34323,621111,Offices of Physicians (except Mental Health Specialists),EXEMPT,0,30/9/2020,5/28/2010,2010
34324,541511,Custom Computer Programming Services,PIF,0,30/9/2020,5/28/2010,2010
34325,812199,Other Personal Care Services,CANCLD,0,30/9/2020,5/28/2010,2010
34326,722410,Drinking Places (Alcoholic Beverages),PIF,1,30/9/2020,5/28/2010,2010
34327,722211,Limited-Service Restaurants,PIF,0,30/9/2020,5/28/2010,2010
34328,722211,Limited-Service Restaurants,PIF,0,30/9/2020,5/28/2010,2010
34329,621210,Offices of Dentists,PIF,0,30/9/2020,5/28/2010,2010
34330,339999,All Other Miscellaneous Manufacturing,PIF,0,30/9/2020,5/28/2010,2010
34331,713990,All Other Amusement and Recreation Industries,PIF,0,30/9/2020,5/28/2010,2010
34332,812310,Coin-Operated Laundries and Drycleaners,CANCLD,0,30/9/2020,5/28/2010,2010
34333,621330,Offices of Mental Health Practitioners (except Physicians),PIF,0,30/9/2020,5/28/2010,2010
34334,541611,Administrative Management and General Management Consulting Services,EXEMPT,0,30/9/2020,5/28/2010,2010
34335,522320,Financial Transactions Processing  Reserve  and Clearinghouse Activiti,PIF,0,30/9/2020,5/28/2010,2010
34336,531110,Lessors of Residential Buildingsv and Dwellings,PIF,1,30/9/2020,5/28/2010,2010
34337,812910,Pet Care (except Veterinary) Services,PIF,0,30/9/2020,5/28/2010,2010
34338,236210,Industrial Building Construction,CANCLD,1,30/9/2020,5/28/2010,2010
34339,811490,Other Personal and Household Goods Repair and Maintenance,PIF,0,30/9/2020,5/28/2010,2010
34340,811212,Computer and Office Machine Repair and Maintenance,PIF,1,30/9/2020,5/28/2010,2010
34341,454111,Electronic Shopping,CHGOFF,0,30/9/2020,5/28/2010,2010
34342,541211,Offices of Certified Public Accountants,CANCLD,1,30/9/2020,5/28/2010,2010
34343,445120,Convenience Stores,PIF,1,30/9/2020,5/28/2010,2010
34344,621391,Offices of Podiatrists,PIF,1,30/9/2020,5/28/2010,2010
34345,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,PIF,0,30/9/2020,5/28/2010,2010
34346,518210,Data Processing  Hosting  and Related Services,PIF,0,30/9/2020,5/28/2010,2010
34347,721110,Hotels (except Casino Hotels) and Motels,CANCLD,0,30/9/2020,5/28/2010,2010
34348,812112,Beauty Salons,PIF,0,30/9/2020,5/28/2010,2010
34349,812113,Nail Salons,PIF,0,30/9/2020,5/28/2010,2010
34350,621111,Offices of Physicians (except Mental Health Specialists),PIF,1,30/9/2020,5/28/2010,2010
34351,623110,Nursing Care Facilities,PIF,0,30/9/2020,5/28/2010,2010
34352,722110,Full-Service Restaurants,CHGOFF,0,30/9/2020,5/28/2010,2010
34353,312120,Breweries,PIF,0,30/9/2020,5/28/2010,2010
34354,451120,Hobby  Toy  and Game Stores,CANCLD,0,30/9/2020,5/28/2010,2010
34355,454111,Electronic Shopping,PIF,0,30/9/2020,5/28/2010,2010
34356,444220,Nursery and Garden Centers,PIF,0,30/9/2020,5/28/2010,2010
34357,238910,Site Preparation Contractors,PIF,1,30/9/2020,5/28/2010,2010
34358,541990,All Other Professional  Scientific  and Technical Services,PIF,0,30/9/2020,5/28/2010,2010
34359,451110,Sporting Goods Stores,PIF,1,30/9/2020,5/28/2010,2010
34360,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),PIF,0,30/9/2020,5/28/2010,2010
34361,448120,Women's Clothing Stores,PIF,0,30/9/2020,5/28/2010,2010
34362,541618,Other Management Consulting Services,PIF,1,30/9/2020,5/28/2010,2010
34363,621111,Offices of Physicians (except Mental Health Specialists),PIF,1,30/9/2020,5/28/2010,2010
34364,112320,Broilers and Other Meat Type,PIF,0,30/9/2020,5/28/2010,2010
34365,541110,Offices of Lawyers,PIF,0,30/9/2020,5/28/2010,2010
34366,315239,Women's and Girls' Cut and Sew Other Outerwear Manufacturing,PIF,0,30/9/2020,5/28/2010,2010
34367,811121,Automotive Body  Paint  and Interior Repair and Maintenance,CANCLD,0,30/9/2020,5/28/2010,2010
34368,722110,Full-Service Restaurants,PIF,0,30/9/2020,5/28/2010,2010
34369,424590,Other Farm Product Raw Material Merchant Wholesalers,PIF,1,30/9/2020,5/28/2010,2010
34370,722211,Limited-Service Restaurants,PIF,0,30/9/2020,5/28/2010,2010
34371,531312,Nonresidential Property Managers,PIF,0,30/9/2020,5/28/2010,2010
34372,446110,Pharmacies and Drug Stores,CANCLD,0,30/9/2020,5/28/2010,2010
34373,238220,Plumbing  Heating  and Air-Conditioning Contractors,PIF,0,30/9/2020,5/28/2010,2010
34374,448120,Women's Clothing Stores,PIF,0,30/9/2020,5/28/2010,2010
34375,621310,Offices of Chiropractors,EXEMPT,0,30/9/2020,5/28/2010,2010
34376,541110,Offices of Lawyers,CANCLD,1,30/9/2020,5/28/2010,2010
34377,323115,Digital Printing,PIF,0,30/9/2020,5/28/2010,2010
34378,238220,Plumbing  Heating  and Air-Conditioning Contractors,CHGOFF,1,30/9/2020,5/28/2010,2010
34379,541519,Other Computer Related Services,PIF,1,30/9/2020,5/28/2010,2010
34380,448310,Jewelry Stores,PIF,1,30/9/2020,5/28/2010,2010
34381,541511,Custom Computer Programming Services,PIF,0,30/9/2020,5/28/2010,2010
34382,541511,Custom Computer Programming Services,PIF,0,30/9/2020,5/28/2010,2010
34383,511210,Software Publishers,EXEMPT,0,30/9/2020,5/30/2010,2010
34384,446110,Pharmacies and Drug Stores,PIF,0,30/9/2020,5/30/2010,2010
34385,722410,Drinking Places (Alcoholic Beverages),PIF,0,30/9/2020,5/30/2010,2010
34386,722211,Limited-Service Restaurants,PIF,0,30/9/2020,5/30/2010,2010
34387,447110,Gasoline Stations with Convenience Stores,EXEMPT,0,30/9/2020,5/30/2010,2010
34388,722110,Full-Service Restaurants,PIF,0,30/9/2020,5/30/2010,2010
34389,445120,Convenience Stores,PIF,0,30/9/2020,5/30/2010,2010
34390,446199,All Other Health and Personal Care Stores,PIF,0,30/9/2020,5/30/2010,2010
34391,445110,Supermarkets and Other Grocery (except Convenience) Stores,CANCLD,0,30/9/2020,5/30/2010,2010
34392,812310,Coin-Operated Laundries and Drycleaners,PIF,0,30/9/2020,5/30/2010,2010
34393,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,5/30/2010,2010
34394,447110,Gasoline Stations with Convenience Stores,PIF,0,30/9/2020,5/30/2010,2010
34395,423510,Metal Service Centers and Other Metal Merchant Wholesalers,PIF,0,30/9/2020,5/30/2010,2010
34396,444220,Nursery and Garden Centers,PIF,0,30/9/2020,5/30/2010,2010
34397,621340,Offices of Physical  Occupational and Speech Therapists  and Audiologi,CANCLD,0,30/9/2020,5/30/2010,2010
34398,621340,Offices of Physical  Occupational and Speech Therapists  and Audiologi,CANCLD,0,30/9/2020,5/30/2010,2010
34399,621340,Offices of Physical  Occupational and Speech Therapists  and Audiologi,CANCLD,0,30/9/2020,5/30/2010,2010
34400,621340,Offices of Physical  Occupational and Speech Therapists  and Audiologi,PIF,0,30/9/2020,5/30/2010,2010
34401,611699,All Other Miscellaneous Schools and Instruction,PIF,0,30/9/2020,5/30/2010,2010
34402,811121,Automotive Body  Paint  and Interior Repair and Maintenance,CANCLD,0,30/9/2020,5/30/2010,2010
34403,442110,Furniture Stores,PIF,0,30/9/2020,5/30/2010,2010
34404,445299,All Other Specialty Food Stores,CANCLD,0,30/9/2020,5/30/2010,2010
34405,722110,Full-Service Restaurants,CHGOFF,0,30/9/2020,5/30/2010,2010
34406,713930,Marinas,PIF,0,30/9/2020,5/30/2010,2010
34407,484110,General Freight Trucking  Local,EXEMPT,0,30/9/2020,5/30/2010,2010
34408,323115,Digital Printing,EXEMPT,0,30/9/2020,5/30/2010,2010
34409,621310,Offices of Chiropractors,PIF,0,30/9/2020,5/30/2010,2010
34410,445310,Beer  Wine  and Liquor Stores,CANCLD,0,30/9/2020,5/30/2010,2010
34411,238390,Other Building Finishing Contractors,PIF,0,30/9/2020,5/30/2010,2010
34412,713990,All Other Amusement and Recreation Industries,PIF,0,30/9/2020,5/30/2010,2010
34413,611620,Sports and Recreation Instruction,CHGOFF,0,30/9/2020,5/30/2010,2010
34414,713990,All Other Amusement and Recreation Industries,PIF,0,30/9/2020,5/30/2010,2010
34415,721211,RV (Recreational Vehicle) Parks and Campgrounds,EXEMPT,0,30/9/2020,5/30/2010,2010
34416,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,5/30/2010,2010
34417,812990,All Other Personal Services,PIF,0,30/9/2020,5/30/2010,2010
34418,238310,Drywall and Insulation Contractors,PIF,0,30/9/2020,5/30/2010,2010
34419,541511,Custom Computer Programming Services,PIF,0,30/9/2020,5/30/2010,2010
34420,445120,Convenience Stores,CANCLD,0,30/9/2020,5/30/2010,2010
34421,323114,Quick Printing,PIF,0,30/9/2020,5/30/2010,2010
34422,238220,Plumbing  Heating  and Air-Conditioning Contractors,PIF,0,30/9/2020,5/30/2010,2010
34423,611691,Exam Preparation and Tutoring,PIF,0,30/9/2020,5/30/2010,2010
34424,722110,Full-Service Restaurants,PIF,0,30/9/2020,5/30/2010,2010
34425,333220,Plastics and Rubber Industry Machinery Manufacturing,PIF,0,30/9/2020,5/30/2010,2010
34426,115113,Crop Harvesting  Primarily by Machine,EXEMPT,0,30/9/2020,5/30/2010,2010
34427,445310,Beer  Wine  and Liquor Stores,PIF,0,30/9/2020,5/30/2010,2010
34428,811192,Car Washes,PIF,1,30/9/2020,5/30/2010,2010
34429,334419,Other Electronic Component Manufacturing,PIF,1,30/9/2020,5/30/2010,2010
34430,812310,Coin-Operated Laundries and Drycleaners,PIF,0,30/9/2020,5/30/2010,2010
34431,541110,Offices of Lawyers,PIF,0,30/9/2020,5/30/2010,2010
34432,541370,Surveying and Mapping (except Geophysical) Services,CANCLD,1,30/9/2020,5/30/2010,2010
34433,721191,Bed-and-Breakfast Inns,PIF,0,30/9/2020,5/30/2010,2010
34434,423420,Office Equipment Merchant Wholesalers,PIF,1,30/9/2020,5/30/2010,2010
34435,722211,Limited-Service Restaurants,PIF,0,30/9/2020,5/30/2010,2010
34436,812320,Drycleaning and Laundry Services (except Coin-Operated),CHGOFF,0,30/9/2020,5/30/2010,2010
34437,722110,Full-Service Restaurants,PIF,1,30/9/2020,5/30/2010,2010
34438,238220,Plumbing  Heating  and Air-Conditioning Contractors,PIF,1,30/9/2020,5/30/2010,2010
34439,541310,Architectural Services,PIF,0,30/9/2020,5/30/2010,2010
34440,541310,Architectural Services,PIF,1,30/9/2020,5/30/2010,2010
34441,523910,Miscellaneous Intermediation,PIF,0,30/9/2020,5/30/2010,2010
34442,812910,Pet Care (except Veterinary) Services,PIF,0,30/9/2020,5/30/2010,2010
34443,541219,Other Accounting Services,PIF,0,30/9/2020,5/30/2010,2010
34444,323115,Digital Printing,PIF,0,30/9/2020,5/30/2010,2010
34445,541219,Other Accounting Services,PIF,1,30/9/2020,5/30/2010,2010
34446,451140,Musical Instrument and Supplies Stores,PIF,0,30/9/2020,5/30/2010,2010
34447,722110,Full-Service Restaurants,PIF,0,30/9/2020,5/30/2010,2010
34448,541511,Custom Computer Programming Services,PIF,0,30/9/2020,5/30/2010,2010
34449,812112,Beauty Salons,PIF,0,30/9/2020,5/30/2010,2010
34450,561422,Telemarketing Bureaus,PIF,0,30/9/2020,5/30/2010,2010
34451,423940,Jewelry  Watch  Precious Stone  and Precious Metal Merchant Wholesaler,PIF,0,30/9/2020,5/30/2010,2010
34452,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,PIF,0,30/9/2020,5/30/2010,2010
34453,311612,Meat Processed from Carcasses,PIF,0,30/9/2020,5/30/2010,2010
34454,541511,Custom Computer Programming Services,PIF,0,30/9/2020,5/30/2010,2010
34455,237130,Power and Communication Line and Related Structures Construction,PIF,0,30/9/2020,5/30/2010,2010
34456,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,5/30/2010,2010
34457,238220,Plumbing  Heating  and Air-Conditioning Contractors,PIF,0,30/9/2020,5/30/2010,2010
34458,424330,Women's  Children's  and Infants' Clothing and Accessories Merchant Wh,PIF,0,30/9/2020,5/30/2010,2010
34459,812990,All Other Personal Services,PIF,1,30/9/2020,5/30/2010,2010
34460,621310,Offices of Chiropractors,PIF,0,30/9/2020,5/30/2010,2010
34461,541990,All Other Professional  Scientific  and Technical Services,PIF,0,30/9/2020,5/30/2010,2010
34462,523910,Miscellaneous Intermediation,PIF,0,30/9/2020,5/30/2010,2010
34463,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,5/30/2010,2010
34464,541611,Administrative Management and General Management Consulting Services,PIF,0,30/9/2020,5/30/2010,2010
34465,541611,Administrative Management and General Management Consulting Services,PIF,1,30/9/2020,5/30/2010,2010
34466,721110,Hotels (except Casino Hotels) and Motels,CANCLD,0,30/9/2020,5/30/2010,2010
34467,451140,Musical Instrument and Supplies Stores,CANCLD,0,30/9/2020,5/30/2010,2010
34468,541370,Surveying and Mapping (except Geophysical) Services,PIF,0,30/9/2020,5/30/2010,2010
34469,236220,Commercial and Institutional Building Construction,PIF,0,30/9/2020,5/30/2010,2010
34470,423690,Other Electronic Parts and Equipment Merchant Wholesalers,PIF,0,30/9/2020,5/30/2010,2010
34471,621210,Offices of Dentists,PIF,0,30/9/2020,5/30/2010,2010
34472,454111,Electronic Shopping,PIF,0,30/9/2020,5/30/2010,2010
34473,424130,Industrial and Personal Service Paper Merchant Wholesalers,PIF,1,30/9/2020,5/30/2010,2010
34474,237990,Other Heavy and Civil Engineering Construction,CHGOFF,1,30/9/2020,5/30/2010,2010
34475,445310,Beer  Wine  and Liquor Stores,PIF,0,30/9/2020,5/30/2010,2010
34476,722110,Full-Service Restaurants,PIF,0,30/9/2020,5/30/2010,2010
34477,453220,Gift  Novelty  and Souvenir Stores,PIF,0,30/9/2020,5/30/2010,2010
34478,621111,Offices of Physicians (except Mental Health Specialists),PIF,1,30/9/2020,5/30/2010,2010
34479,713990,All Other Amusement and Recreation Industries,CANCLD,0,30/9/2020,5/30/2010,2010
34480,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,PIF,0,30/9/2020,5/30/2010,2010
34481,524210,Insurance Agencies and Brokerages,CHGOFF,1,30/9/2020,5/30/2010,2010
34482,337212,Custom Architectural Woodwork and Millwork Manufacturing,PIF,0,30/9/2020,5/30/2010,2010
34483,722110,Full-Service Restaurants,PIF,0,30/9/2020,5/30/2010,2010
34484,524210,Insurance Agencies and Brokerages,CANCLD,1,30/9/2020,5/30/2010,2010
34485,611620,Sports and Recreation Instruction,CANCLD,0,30/9/2020,5/30/2010,2010
34486,722410,Drinking Places (Alcoholic Beverages),EXEMPT,0,30/9/2020,5/30/2010,2010
34487,722110,Full-Service Restaurants,PIF,1,30/9/2020,5/30/2010,2010
34488,445120,Convenience Stores,CHGOFF,0,30/9/2020,5/30/2010,2010
34489,811121,Automotive Body  Paint  and Interior Repair and Maintenance,PIF,0,30/9/2020,5/30/2010,2010
34490,447110,Gasoline Stations with Convenience Stores,PIF,0,30/9/2020,5/30/2010,2010
34491,237130,Power and Communication Line and Related Structures Construction,CHGOFF,1,30/9/2020,5/30/2010,2010
34492,424340,Footwear Merchant Wholesalers,PIF,1,30/9/2020,5/30/2010,2010
34493,484110,General Freight Trucking  Local,CANCLD,0,30/9/2020,5/30/2010,2010
34494,722211,Limited-Service Restaurants,CANCLD,1,30/9/2020,5/30/2010,2010
34495,722213,Snack and Nonalcoholic Beverage Bars,PIF,0,30/9/2020,5/30/2010,2010
34496,812990,All Other Personal Services,CANCLD,0,30/9/2020,5/30/2010,2010
34497,541110,Offices of Lawyers,PIF,0,30/9/2020,5/30/2010,2010
34498,722211,Limited-Service Restaurants,CANCLD,0,30/9/2020,5/30/2010,2010
34499,541110,Offices of Lawyers,PIF,1,30/9/2020,5/30/2010,2010
34500,812191,Diet and Weight Reducing Centers,PIF,1,30/9/2020,5/30/2010,2010
34501,541430,Graphic Design Services,PIF,1,30/9/2020,5/30/2010,2010
34502,621210,Offices of Dentists,PIF,0,30/9/2020,5/30/2010,2010
34503,722110,Full-Service Restaurants,PIF,0,30/9/2020,5/30/2010,2010
34504,445292,Confectionery and Nut Stores,PIF,0,30/9/2020,5/30/2010,2010
34505,541990,All Other Professional  Scientific  and Technical Services,PIF,0,30/9/2020,5/30/2010,2010
