LoanTransID,BankGrossApproval,SBAGuaranteedApproval,FirstDisbursementDate,InitialInterestRate,TermInMonths,PaidInFullDate,LoanBorrID,BankID,LoanDetailID,LoanProgID
38591,18900,9450,1/1/2012,6.77,84,8/31/2016,LB38591,38591,38591,LP38591
38592,36300,18150,12/22/2011,7.52,84,1/31/2019,LB38592,38592,38592,LP38592
38593,35000,17500,4/1/2012,9.25,60,5/31/2013,LB38593,38593,38593,LP38593
38594,5000,2500,3/1/2012,9.75,84,9/30/2014,LB38594,38594,38594,LP38594
38595,770300,577725,1/1/2012,5.24,96,4/30/2014,LB38595,38595,38595,LP38595
38596,295400,221550,1/1/2012,6.5,300,9/30/2017,LB38596,38596,38596,LP38596
38597,50000,25000,4/1/2012,6,96,12/31/2016,LB38597,38597,38597,LP38597
38598,2754300,2065725,1/1/2012,5.5,300,10/31/2016,LB38598,38598,38598,LP38598
38599,210400,157800,12/22/2011,6,120,12/31/2016,LB38599,38599,38599,LP38599
38600,350000,262500,1/1/2012,6,120,9/30/2013,LB38600,38600,38600,LP38600
38601,211000,158250,1/1/2012,6,84,2/28/2014,LB38601,38601,38601,LP38601
38602,2205000,1653750,12/22/2011,4.95,300,4/30/2014,LB38602,38602,38602,LP38602
38603,150000,75000,1/1/2012,6.75,84,1/31/2015,LB38603,38603,38603,LP38603
38604,127200,108120,2/1/2012,6,84,10/31/2018,LB38604,38604,38604,LP38604
38605,20000,10000,12/22/2011,6.95,60,6/30/2015,LB38605,38605,38605,LP38605
38606,50000,25000,1/1/2012,7.25,84,12/31/2015,LB38606,38606,38606,LP38606
38607,50000,25000,2/1/2012,8.14,84,1/31/2019,LB38607,38607,38607,LP38607
38608,50000,42500,12/22/2011,7,120,2/28/2017,LB38608,38608,38608,LP38608
38609,47700,23850,12/22/2011,9.15,84,1/31/2017,LB38609,38609,38609,LP38609
38610,125000,106250,1/1/2012,5.5,60,1/31/2017,LB38610,38610,38610,LP38610
38611,10000,5000,1/1/2012,7.75,84,1/31/2015,LB38611,38611,38611,LP38611
38612,230000,172500,1/1/2012,5.95,60,1/31/2017,LB38612,38612,38612,LP38612
38613,10000,5000,1/1/2012,9.75,84,1/31/2014,LB38613,38613,38613,LP38613
38614,58000,29000,1/1/2012,7.5,84,6/30/2017,LB38614,38614,38614,LP38614
38615,14000,7000,12/22/2011,6.92,60,6/30/2014,LB38615,38615,38615,LP38615
38616,272600,204450,1/1/2012,6,120,10/31/2018,LB38616,38616,38616,LP38616
38617,25000,12500,12/22/2011,9.25,60,12/31/2014,LB38617,38617,38617,LP38617
38618,40000,20000,12/22/2011,8.77,44,8/31/2015,LB38618,38618,38618,LP38618
38619,35000,17500,1/1/2012,9.25,60,9/30/2015,LB38619,38619,38619,LP38619
38620,168000,126000,4/1/2012,4.75,180,7/31/2017,LB38620,38620,38620,LP38620
38621,25000,12500,1/1/2012,9.5,84,7/31/2016,LB38621,38621,38621,LP38621
38622,65000,32500,12/22/2011,7.25,84,1/31/2015,LB38622,38622,38622,LP38622
38623,100000,50000,12/22/2011,6,84,4/30/2018,LB38623,38623,38623,LP38623
38624,25000,12500,12/22/2011,7,84,7/31/2017,LB38624,38624,38624,LP38624
38625,50000,25000,12/22/2011,5.5,36,4/30/2013,LB38625,38625,38625,LP38625
38626,72100,36050,12/22/2011,5.85,84,12/31/2018,LB38626,38626,38626,LP38626
38627,35000,17500,2/1/2012,5.5,87,5/31/2019,LB38627,38627,38627,LP38627
38628,75000,37500,1/1/2012,6,120,4/30/2020,LB38628,38628,38628,LP38628
38629,48200,24100,1/1/2012,7.25,84,8/31/2017,LB38629,38629,38629,LP38629
38630,100000,50000,1/1/2012,6.15,84,11/30/2017,LB38630,38630,38630,LP38630
38631,25000,12500,12/22/2011,7.25,84,7/31/2015,LB38631,38631,38631,LP38631
38632,10000,5000,6/1/2012,4.5,84,4/30/2017,LB38632,38632,38632,LP38632
38633,150000,75000,2/1/2012,5.25,60,8/31/2014,LB38633,38633,38633,LP38633
38634,488000,366000,12/22/2011,5.75,120,4/30/2016,LB38634,38634,38634,LP38634
38635,32600,16300,1/1/2012,4.65,60,8/31/2013,LB38635,38635,38635,LP38635
38636,1100000,990000,1/1/2012,3.47,12,3/31/2013,LB38636,38636,38636,LP38636
38637,10000,5000,7/1/2012,7.5,84,2/28/2014,LB38637,38637,38637,LP38637
38638,718300,538725,12/22/2011,4.25,300,8/31/2017,LB38638,38638,38638,LP38638
38639,90000,76500,12/22/2011,5.5,60,1/31/2016,LB38639,38639,38639,LP38639
38640,75600,64260,12/22/2011,5.5,60,8/31/2016,LB38640,38640,38640,LP38640
38641,930000,697500,12/22/2011,6.8,300,2/28/2019,LB38641,38641,38641,LP38641
38642,50000,25000,2/1/2012,7.5,84,12/31/2018,LB38642,38642,38642,LP38642
38643,50000,25000,1/1/2012,4.25,60,12/31/2016,LB38643,38643,38643,LP38643
38644,25000,12500,3/1/2012,7,84,8/31/2020,LB38644,38644,38644,LP38644
38645,100000,50000,1/1/2012,7,84,3/31/2012,LB38645,38645,38645,LP38645
38646,18900,16065,12/22/2011,6.65,60,8/31/2016,LB38646,38646,38646,LP38646
38647,1900,950,1/1/2012,8.25,32,9/30/2014,LB38647,38647,38647,LP38647
38648,5000,2500,6/1/2012,4.25,84,1/31/2015,LB38648,38648,38648,LP38648
38649,2200000,1650000,1/1/2012,5.5,300,9/30/2013,LB38649,38649,38649,LP38649
38650,22000,11000,12/22/2011,5.39,60,4/30/2015,LB38650,38650,38650,LP38650
38651,160000,120000,1/1/2012,6,120,7/31/2014,LB38651,38651,38651,LP38651
38652,350000,175000,1/1/2012,5.25,36,10/31/2015,LB38652,38652,38652,LP38652
38653,25000,12500,12/22/2011,6,24,8/31/2012,LB38653,38653,38653,LP38653
38654,10000,5000,2/1/2012,9.57,60,8/31/2014,LB38654,38654,38654,LP38654
38655,160000,80000,2/1/2012,6.75,108,3/31/2018,LB38655,38655,38655,LP38655
38656,6000,3000,1/1/2012,4.05,36,1/31/2015,LB38656,38656,38656,LP38656
38657,229800,172350,1/1/2012,5.46,103,2/28/2014,LB38657,38657,38657,LP38657
38658,1025600,769200,12/22/2011,6,300,7/31/2016,LB38658,38658,38658,LP38658
38659,20000,10000,3/1/2012,7.5,84,2/28/2019,LB38659,38659,38659,LP38659
38660,350000,175000,1/1/2012,6.75,36,6/30/2016,LB38660,38660,38660,LP38660
38661,45000,22500,1/1/2012,4.5,60,1/31/2017,LB38661,38661,38661,LP38661
38662,85000,42500,4/1/2012,7,60,12/31/2016,LB38662,38662,38662,LP38662
38663,4025000,3018750,1/1/2012,6,300,10/31/2017,LB38663,38663,38663,LP38663
38664,832400,624300,12/22/2011,6,300,6/30/2016,LB38664,38664,38664,LP38664
38665,630000,472500,3/1/2012,6,300,9/30/2018,LB38665,38665,38665,LP38665
38666,525000,393750,12/22/2011,6,306,1/31/2015,LB38666,38666,38666,LP38666
38667,10000,5000,1/1/2012,9.75,84,2/28/2017,LB38667,38667,38667,LP38667
38668,150000,75000,12/22/2011,6.25,180,12/31/2015,LB38668,38668,38668,LP38668
38669,100000,85000,1/1/2012,6,120,6/30/2015,LB38669,38669,38669,LP38669
38670,15000,7500,2/1/2012,9.75,84,3/31/2017,LB38670,38670,38670,LP38670
38671,50000,25000,1/1/2012,8.02,84,5/31/2015,LB38671,38671,38671,LP38671
38672,560000,420000,11/1/2012,6,300,4/30/2018,LB38672,38672,38672,LP38672
38673,700000,525000,12/22/2011,7.84,240,4/30/2017,LB38673,38673,38673,LP38673
38674,100000,50000,1/1/2012,5.5,84,5/31/2017,LB38674,38674,38674,LP38674
38675,650000,487500,1/1/2012,6,300,1/31/2014,LB38675,38675,38675,LP38675
38676,100000,50000,1/1/2012,7.75,84,12/31/2014,LB38676,38676,38676,LP38676
38677,15000,7500,8/1/2012,7.5,60,12/31/2016,LB38677,38677,38677,LP38677
38678,296500,222375,2/1/2012,6,204,11/30/2017,LB38678,38678,38678,LP38678
38679,350000,262500,3/1/2012,6,246,12/31/2018,LB38679,38679,38679,LP38679
38680,85000,72250,2/1/2012,6,240,5/31/2020,LB38680,38680,38680,LP38680
38681,75000,37500,12/22/2011,7.25,60,2/29/2016,LB38681,38681,38681,LP38681
38682,47800,40630,1/1/2012,6.25,111,2/28/2017,LB38682,38682,38682,LP38682
38683,25400,12700,12/22/2011,7.65,84,1/31/2019,LB38683,38683,38683,LP38683
38684,80000,40000,1/1/2012,6,60,9/30/2015,LB38684,38684,38684,LP38684
38685,75000,37500,2/1/2012,7.27,83,2/28/2018,LB38685,38685,38685,LP38685
38686,75000,63750,5/1/2012,7,84,9/30/2019,LB38686,38686,38686,LP38686
38687,350000,262500,1/1/2012,6,120,3/31/2016,LB38687,38687,38687,LP38687
38688,50000,25000,1/1/2012,7.75,84,1/31/2014,LB38688,38688,38688,LP38688
38689,18700,9350,1/1/2012,7.25,60,2/29/2012,LB38689,38689,38689,LP38689
38690,100000,50000,1/1/2012,4.95,36,2/28/2013,LB38690,38690,38690,LP38690
38691,800000,600000,1/1/2012,4.5,60,9/30/2015,LB38691,38691,38691,LP38691
38692,194000,145500,1/1/2012,5.5,120,10/31/2017,LB38692,38692,38692,LP38692
38693,30000,15000,12/22/2011,6.75,60,5/31/2013,LB38693,38693,38693,LP38693
38694,300000,225000,12/22/2011,7,84,12/31/2016,LB38694,38694,38694,LP38694
38695,300000,150000,2/1/2012,5.25,12,3/31/2013,LB38695,38695,38695,LP38695
38696,49900,24950,1/1/2012,5.3,63,11/30/2013,LB38696,38696,38696,LP38696
38697,350000,175000,3/1/2012,4.25,86,9/30/2019,LB38697,38697,38697,LP38697
38698,1500000,1125000,4/1/2012,4.25,60,9/30/2017,LB38698,38698,38698,LP38698
38699,46000,23000,12/22/2011,8.75,60,2/28/2013,LB38699,38699,38699,LP38699
38700,1200000,900000,4/1/2012,6,258,11/30/2014,LB38700,38700,38700,LP38700
38701,272000,204000,3/1/2012,6,120,7/31/2017,LB38701,38701,38701,LP38701
38702,250000,125000,1/1/2012,4.75,84,12/31/2013,LB38702,38702,38702,LP38702
38703,200000,100000,1/1/2012,4.5,84,8/31/2016,LB38703,38703,38703,LP38703
38704,714000,535500,5/1/2012,7.25,192,12/31/2014,LB38704,38704,38704,LP38704
38705,100000,50000,5/1/2012,4.25,60,6/30/2014,LB38705,38705,38705,LP38705
38706,45000,22500,12/22/2011,5.55,99,9/30/2019,LB38706,38706,38706,LP38706
38707,275000,206250,3/1/2012,5.65,60,3/31/2017,LB38707,38707,38707,LP38707
38708,150000,75000,1/1/2012,4.25,84,2/28/2018,LB38708,38708,38708,LP38708
38709,25000,12500,1/1/2012,5.15,84,3/31/2019,LB38709,38709,38709,LP38709
38710,50000,25000,12/23/2011,4.75,84,6/30/2015,LB38710,38710,38710,LP38710
38711,73000,36500,12/23/2011,8.5,84,1/31/2019,LB38711,38711,38711,LP38711
38712,50700,25350,12/23/2011,7.25,84,6/30/2012,LB38712,38712,38712,LP38712
38713,150000,127500,12/23/2011,6,84,3/31/2014,LB38713,38713,38713,LP38713
38714,50000,25000,6/1/2013,6,84,6/30/2016,LB38714,38714,38714,LP38714
38715,5000,4500,12/23/2011,9.75,96,12/31/2019,LB38715,38715,38715,LP38715
38716,745500,559125,6/1/2014,5.25,300,8/31/2017,LB38716,38716,38716,LP38716
38717,555000,416250,1/1/2012,6.5,300,3/31/2018,LB38717,38717,38717,LP38717
38718,122400,91800,1/1/2012,5.75,120,12/31/2016,LB38718,38718,38718,LP38718
38719,80000,40000,1/1/2012,5.25,84,5/31/2015,LB38719,38719,38719,LP38719
38720,1250000,937500,12/23/2011,4.75,300,6/30/2015,LB38720,38720,38720,LP38720
38721,320000,240000,1/1/2012,6.95,300,2/29/2020,LB38721,38721,38721,LP38721
38722,525000,393750,12/23/2011,5.25,120,3/31/2013,LB38722,38722,38722,LP38722
38723,80000,40000,2/1/2012,6.5,60,8/31/2016,LB38723,38723,38723,LP38723
38724,16500,8250,1/1/2012,6.5,63,2/29/2016,LB38724,38724,38724,LP38724
38725,3535600,2651700,12/1/2013,5.75,192,5/31/2020,LB38725,38725,38725,LP38725
38726,47900,23950,12/23/2011,7.02,72,6/30/2014,LB38726,38726,38726,LP38726
38727,5000,4250,12/23/2011,8,96,3/31/2017,LB38727,38727,38727,LP38727
38728,200000,100000,1/1/2012,4.5,12,12/31/2012,LB38728,38728,38728,LP38728
38729,180100,90050,1/1/2012,6,60,10/31/2016,LB38729,38729,38729,LP38729
38730,3300000,2475000,12/23/2011,6,120,10/31/2016,LB38730,38730,38730,LP38730
38731,140000,70000,2/1/2012,4.5,12,12/31/2012,LB38731,38731,38731,LP38731
38732,60000,30000,2/1/2012,5.25,84,11/30/2014,LB38732,38732,38732,LP38732
38733,35000,17500,12/23/2011,7,84,7/31/2015,LB38733,38733,38733,LP38733
38734,30000,25500,12/23/2011,5.5,84,3/31/2019,LB38734,38734,38734,LP38734
38735,50000,25000,1/1/2012,9,84,11/30/2019,LB38735,38735,38735,LP38735
38736,60000,30000,1/1/2012,6.25,60,10/31/2015,LB38736,38736,38736,LP38736
38737,213000,106500,1/1/2012,6,36,9/30/2014,LB38737,38737,38737,LP38737
38738,50000,25000,12/23/2011,8.25,72,10/31/2015,LB38738,38738,38738,LP38738
38739,8000,4000,12/23/2011,8.75,48,1/31/2016,LB38739,38739,38739,LP38739
38740,25000,12500,3/1/2012,9.14,84,7/31/2020,LB38740,38740,38740,LP38740
38741,320300,160150,1/1/2012,6,40,5/31/2015,LB38741,38741,38741,LP38741
38742,5000,2500,1/1/2012,4.25,94,4/30/2019,LB38742,38742,38742,LP38742
38743,875000,656250,1/1/2012,6,84,3/31/2017,LB38743,38743,38743,LP38743
38744,3600000,2700000,10/1/2013,6,318,9/30/2015,LB38744,38744,38744,LP38744
38745,350000,175000,1/1/2012,5.79,84,9/30/2015,LB38745,38745,38745,LP38745
38746,900000,675000,1/1/2012,5.25,300,12/31/2016,LB38746,38746,38746,LP38746
38747,394000,295500,1/1/2012,7,306,3/31/2014,LB38747,38747,38747,LP38747
38748,1615000,1211250,1/1/2012,6.65,120,7/31/2017,LB38748,38748,38748,LP38748
38749,620000,465000,1/1/2012,5.75,300,7/31/2015,LB38749,38749,38749,LP38749
38750,846000,634500,1/1/2012,6,300,7/31/2018,LB38750,38750,38750,LP38750
38751,250000,187500,4/1/2012,6.5,67,7/31/2017,LB38751,38751,38751,LP38751
38752,100000,85000,2/1/2012,6,84,2/28/2017,LB38752,38752,38752,LP38752
38753,2150000,1612500,5/1/2013,4.75,102,8/31/2015,LB38753,38753,38753,LP38753
38754,1150000,862500,5/1/2012,5.5,141,7/31/2017,LB38754,38754,38754,LP38754
38755,43600,32700,1/1/2012,5.914,37,1/31/2015,LB38755,38755,38755,LP38755
38756,10000,5000,1/1/2012,9.34,84,1/31/2019,LB38756,38756,38756,LP38756
38757,1321000,990750,12/23/2011,7.84,240,3/31/2017,LB38757,38757,38757,LP38757
38758,25000,12500,12/23/2011,4.75,60,12/31/2016,LB38758,38758,38758,LP38758
38759,20000,10000,1/1/2012,5.85,60,6/30/2015,LB38759,38759,38759,LP38759
38760,50000,42500,12/23/2011,5.5,6,7/31/2012,LB38760,38760,38760,LP38760
38761,75000,37500,1/1/2012,7.25,60,8/31/2014,LB38761,38761,38761,LP38761
38762,65000,32500,12/23/2011,7.25,84,1/31/2020,LB38762,38762,38762,LP38762
38763,340100,255075,1/1/2012,6,120,10/31/2015,LB38763,38763,38763,LP38763
38764,30000,15000,6/1/2012,8.84,84,12/31/2018,LB38764,38764,38764,LP38764
38765,25000,12500,1/1/2012,7.75,84,1/31/2015,LB38765,38765,38765,LP38765
38766,63900,31950,2/1/2012,6,85,6/30/2016,LB38766,38766,38766,LP38766
38767,25000,12500,1/1/2012,7.51,84,12/31/2018,LB38767,38767,38767,LP38767
38768,540000,405000,2/1/2012,6.75,179,2/28/2015,LB38768,38768,38768,LP38768
38769,500000,375000,2/1/2012,6,120,10/31/2013,LB38769,38769,38769,LP38769
38770,205200,153900,1/1/2012,6,180,2/28/2019,LB38770,38770,38770,LP38770
38771,858000,643500,1/1/2012,6,120,12/31/2017,LB38771,38771,38771,LP38771
38772,555000,416250,3/1/2012,6.35,128,9/30/2018,LB38772,38772,38772,LP38772
38773,350000,175000,12/23/2011,5.75,24,12/31/2014,LB38773,38773,38773,LP38773
38774,65000,32500,1/1/2012,8.44,84,1/31/2019,LB38774,38774,38774,LP38774
38775,25000,12500,1/1/2012,8.44,84,5/31/2020,LB38775,38775,38775,LP38775
38776,500000,375000,2/1/2012,5,84,8/31/2017,LB38776,38776,38776,LP38776
38777,15000,7500,12/23/2011,9.34,84,3/31/2015,LB38777,38777,38777,LP38777
38778,193400,145050,12/23/2011,6,90,7/31/2017,LB38778,38778,38778,LP38778
38779,215000,161250,12/23/2011,6,300,1/31/2020,LB38779,38779,38779,LP38779
38780,500000,375000,3/1/2012,5.5,60,3/31/2014,LB38780,38780,38780,LP38780
38781,124000,62000,2/1/2012,6,186,12/31/2016,LB38781,38781,38781,LP38781
38782,529200,396900,4/1/2012,6,168,4/30/2015,LB38782,38782,38782,LP38782
38783,45000,22500,1/1/2012,7.48,84,11/30/2013,LB38783,38783,38783,LP38783
38784,25000,12500,9/1/2012,9.75,84,6/30/2014,LB38784,38784,38784,LP38784
38785,650000,487500,12/23/2011,7,60,11/30/2014,LB38785,38785,38785,LP38785
38786,446900,335175,1/1/2012,7,60,2/29/2020,LB38786,38786,38786,LP38786
38787,1200000,900000,1/1/2012,5,120,12/31/2018,LB38787,38787,38787,LP38787
38788,300000,225000,1/1/2012,5.5,120,11/30/2015,LB38788,38788,38788,LP38788
38789,14400,7200,12/23/2011,5.65,60,10/31/2015,LB38789,38789,38789,LP38789
38790,53300,26650,1/1/2012,5.75,60,12/31/2016,LB38790,38790,38790,LP38790
38791,45000,22500,2/1/2013,8.25,60,11/30/2014,LB38791,38791,38791,LP38791
38792,350000,262500,3/1/2012,5,90,3/31/2018,LB38792,38792,38792,LP38792
38793,25000,12500,12/23/2011,9.75,72,4/30/2020,LB38793,38793,38793,LP38793
38794,120000,90000,6/1/2012,5.437,81,3/31/2019,LB38794,38794,38794,LP38794
38795,53300,26650,12/23/2011,6.15,84,12/31/2016,LB38795,38795,38795,LP38795
38796,70000,35000,1/1/2012,5.3,60,1/31/2017,LB38796,38796,38796,LP38796
38797,284500,213375,1/1/2012,6,201,6/30/2018,LB38797,38797,38797,LP38797
38798,65000,32500,3/1/2012,6,72,7/31/2017,LB38798,38798,38798,LP38798
38799,204700,153525,1/1/2012,5.578,84,6/30/2014,LB38799,38799,38799,LP38799
38800,550000,412500,1/1/2012,6.4,300,8/31/2015,LB38800,38800,38800,LP38800
38801,40000,20000,1/1/2012,4.75,84,5/31/2015,LB38801,38801,38801,LP38801
38802,45000,22500,1/1/2012,8.5,84,7/31/2017,LB38802,38802,38802,LP38802
38803,245600,184200,1/1/2012,6.99,120,4/30/2020,LB38803,38803,38803,LP38803
38804,280000,210000,3/1/2012,6,120,5/31/2017,LB38804,38804,38804,LP38804
38805,150000,75000,2/1/2012,6.25,33,5/31/2014,LB38805,38805,38805,LP38805
38806,390000,292500,12/26/2011,6,300,5/31/2018,LB38806,38806,38806,LP38806
38807,35000,17500,1/1/2012,9.25,60,1/31/2017,LB38807,38807,38807,LP38807
38808,322000,161000,3/1/2012,6,90,5/31/2019,LB38808,38808,38808,LP38808
38809,2884000,2163000,1/1/2012,6,240,8/31/2013,LB38809,38809,38809,LP38809
38810,298000,223500,1/1/2012,6,117,8/31/2014,LB38810,38810,38810,LP38810
38811,1912500,1434375,1/1/2012,6,300,5/31/2016,LB38811,38811,38811,LP38811
38812,250000,187500,10/1/2012,6,126,12/31/2013,LB38812,38812,38812,LP38812
38813,1665700,1249275,1/1/2012,5,300,11/30/2017,LB38813,38813,38813,LP38813
38814,310000,232500,2/1/2012,6,120,2/28/2014,LB38814,38814,38814,LP38814
38815,20000,10000,1/1/2012,8.45,84,4/30/2015,LB38815,38815,38815,LP38815
38816,962000,721500,2/1/2012,5.88,300,3/31/2020,LB38816,38816,38816,LP38816
38817,200000,100000,1/1/2012,5.75,84,1/31/2017,LB38817,38817,38817,LP38817
38818,480000,360000,1/1/2012,5.25,96,9/30/2017,LB38818,38818,38818,LP38818
38819,960000,720000,2/1/2012,5.25,300,3/31/2017,LB38819,38819,38819,LP38819
38820,124800,106080,1/1/2012,6,120,11/30/2014,LB38820,38820,38820,LP38820
38821,472700,354525,1/1/2012,6.5,84,4/30/2018,LB38821,38821,38821,LP38821
38822,10000,5000,1/1/2012,9.25,84,2/28/2014,LB38822,38822,38822,LP38822
38823,1500000,1125000,1/1/2012,5.25,300,8/31/2019,LB38823,38823,38823,LP38823
38824,48000,40800,1/1/2012,6,84,4/30/2016,LB38824,38824,38824,LP38824
38825,50000,25000,3/1/2012,4.5,84,1/31/2014,LB38825,38825,38825,LP38825
38826,1494000,1120500,3/1/2012,5.5,300,7/31/2016,LB38826,38826,38826,LP38826
38827,25000,12500,2/1/2012,8.77,94,10/31/2018,LB38827,38827,38827,LP38827
38828,20000,10000,12/27/2011,6.75,87,2/28/2019,LB38828,38828,38828,LP38828
38829,90000,76500,1/1/2012,6.02,84,2/28/2019,LB38829,38829,38829,LP38829
38830,40000,20000,1/1/2012,6.02,86,1/31/2017,LB38830,38830,38830,LP38830
38831,25000,12500,1/1/2012,7.95,84,8/31/2015,LB38831,38831,38831,LP38831
38832,75000,37500,4/1/2012,7.75,84,8/31/2013,LB38832,38832,38832,LP38832
38833,426000,319500,1/1/2012,6.02,120,1/31/2017,LB38833,38833,38833,LP38833
38834,300600,225450,4/1/2012,5.75,120,5/31/2014,LB38834,38834,38834,LP38834
38835,30000,15000,1/1/2012,6,60,12/31/2016,LB38835,38835,38835,LP38835
38836,10000,5000,1/1/2012,8.77,24,2/28/2014,LB38836,38836,38836,LP38836
38837,382500,286875,1/1/2012,5.89,84,1/31/2019,LB38837,38837,38837,LP38837
38838,180000,90000,1/1/2012,5.5,60,2/28/2017,LB38838,38838,38838,LP38838
38839,389400,292050,1/1/2012,7,120,6/30/2019,LB38839,38839,38839,LP38839
38840,10000,5000,1/1/2012,9.14,47,12/31/2015,LB38840,38840,38840,LP38840
38841,1200000,900000,12/27/2011,6,84,3/31/2014,LB38841,38841,38841,LP38841
38842,20000,10000,2/1/2012,6.75,60,10/31/2014,LB38842,38842,38842,LP38842
38843,822000,616500,1/1/2012,6.5,84,4/30/2016,LB38843,38843,38843,LP38843
38844,30500,15250,1/1/2012,9.65,84,10/31/2016,LB38844,38844,38844,LP38844
38845,2550000,1912500,12/27/2011,6,300,3/31/2014,LB38845,38845,38845,LP38845
38846,2070000,1552500,1/1/2012,6,120,8/31/2015,LB38846,38846,38846,LP38846
38847,20000,10000,1/1/2012,6,84,3/31/2018,LB38847,38847,38847,LP38847
38848,160000,120000,2/1/2012,5.25,84,3/31/2018,LB38848,38848,38848,LP38848
38849,5000,2500,2/1/2012,4.25,60,1/31/2017,LB38849,38849,38849,LP38849
38850,1196000,897000,1/1/2012,6,288,5/31/2018,LB38850,38850,38850,LP38850
38851,15000,7500,1/1/2012,9.75,60,1/31/2017,LB38851,38851,38851,LP38851
38852,253900,126950,12/27/2011,6.27,84,2/28/2019,LB38852,38852,38852,LP38852
38853,22000,11000,1/1/2012,7.25,48,5/31/2013,LB38853,38853,38853,LP38853
38854,20000,10000,3/1/2012,7,48,5/31/2013,LB38854,38854,38854,LP38854
38855,90000,45000,1/1/2012,7,60,9/30/2017,LB38855,38855,38855,LP38855
38856,131300,111605,1/1/2012,6.5,300,5/31/2018,LB38856,38856,38856,LP38856
38857,25000,12500,1/1/2015,9.75,84,6/30/2020,LB38857,38857,38857,LP38857
38858,10000,5000,2/1/2013,4.25,84,3/31/2015,LB38858,38858,38858,LP38858
38859,169600,127200,4/1/2012,6,300,3/31/2019,LB38859,38859,38859,LP38859
38860,374500,280875,1/1/2012,6,300,5/31/2017,LB38860,38860,38860,LP38860
38861,91000,45500,1/1/2012,6,120,7/31/2019,LB38861,38861,38861,LP38861
38862,50000,42500,4/1/2012,6,84,2/29/2016,LB38862,38862,38862,LP38862
38863,95000,47500,2/1/2012,7.25,60,2/28/2017,LB38863,38863,38863,LP38863
38864,110800,55400,1/1/2012,4.65,60,8/31/2012,LB38864,38864,38864,LP38864
38865,29000,14500,1/1/2012,7.4,84,11/30/2014,LB38865,38865,38865,LP38865
38866,1000000,750000,1/1/2012,5.25,120,1/31/2020,LB38866,38866,38866,LP38866
38867,150000,75000,1/1/2012,5.45,84,1/31/2014,LB38867,38867,38867,LP38867
38868,10000,5000,1/1/2012,4.75,36,1/31/2015,LB38868,38868,38868,LP38868
38869,10000,5000,1/1/2012,6.75,84,11/30/2019,LB38869,38869,38869,LP38869
38870,16000,8000,12/27/2011,7.5,84,8/31/2015,LB38870,38870,38870,LP38870
38871,20000,10000,1/1/2012,8.5,84,5/31/2018,LB38871,38871,38871,LP38871
38872,200000,150000,7/1/2013,6,84,7/31/2015,LB38872,38872,38872,LP38872
38873,250000,187500,5/1/2013,6,84,7/31/2015,LB38873,38873,38873,LP38873
38874,200000,100000,1/1/2012,7,38,1/31/2015,LB38874,38874,38874,LP38874
38875,480000,360000,1/1/2012,6,120,1/31/2014,LB38875,38875,38875,LP38875
38876,1485000,1113750,3/1/2013,6,288,7/31/2015,LB38876,38876,38876,LP38876
38877,30000,15000,12/28/2011,5,83,11/30/2014,LB38877,38877,38877,LP38877
38878,325000,243750,1/1/2012,5.5,180,12/31/2016,LB38878,38878,38878,LP38878
38879,100000,85000,4/1/2012,6,84,1/31/2019,LB38879,38879,38879,LP38879
38880,183000,137250,1/1/2012,4.75,120,7/31/2020,LB38880,38880,38880,LP38880
38881,837000,627750,1/1/2012,5.5,84,12/31/2016,LB38881,38881,38881,LP38881
38882,350000,175000,7/1/2012,4.5,84,6/30/2014,LB38882,38882,38882,LP38882
38883,755000,566250,1/1/2012,5.5,60,8/31/2013,LB38883,38883,38883,LP38883
38884,159000,79500,1/1/2012,5.52,60,4/30/2014,LB38884,38884,38884,LP38884
38885,1738800,1304100,1/1/2012,5.5,120,6/30/2013,LB38885,38885,38885,LP38885
38886,15000,7500,1/1/2012,6,95,1/31/2020,LB38886,38886,38886,LP38886
38887,50000,25000,1/1/2012,7.02,24,6/30/2012,LB38887,38887,38887,LP38887
38888,60000,30000,1/1/2012,7.25,84,1/31/2019,LB38888,38888,38888,LP38888
38889,695000,521250,2/1/2012,5.75,120,4/30/2019,LB38889,38889,38889,LP38889
38890,20000,10000,2/1/2012,8.72,84,2/28/2015,LB38890,38890,38890,LP38890
38891,1217000,912750,1/1/2012,6,120,8/31/2015,LB38891,38891,38891,LP38891
38892,45000,22500,1/1/2012,9.75,84,6/30/2020,LB38892,38892,38892,LP38892
38893,743000,557250,2/1/2012,5.25,258,3/31/2016,LB38893,38893,38893,LP38893
38894,15000,7500,2/1/2012,5.25,24,2/28/2014,LB38894,38894,38894,LP38894
38895,10000,5000,2/1/2012,7.5,60,2/28/2017,LB38895,38895,38895,LP38895
38896,76000,38000,1/1/2012,6.2,120,12/31/2012,LB38896,38896,38896,LP38896
38897,63000,53550,12/27/2011,5.5,60,2/29/2016,LB38897,38897,38897,LP38897
38898,19600,9800,1/1/2012,6,60,9/30/2016,LB38898,38898,38898,LP38898
38899,18000,15300,12/27/2011,6,180,2/28/2018,LB38899,38899,38899,LP38899
38900,38000,19000,1/1/2012,4.75,60,1/31/2017,LB38900,38900,38900,LP38900
38901,30000,15000,1/1/2012,6.35,60,1/31/2017,LB38901,38901,38901,LP38901
38902,1600000,1200000,2/1/2012,6,120,3/31/2015,LB38902,38902,38902,LP38902
